web-scraper-order,web-scraper-start-url,Pagination,Link,Link-href,Brand,Model,Price,Mileage,transmission,Buildyear,fuel type,power,seller,condition,doors,chairs,driveline,apk
"1654878611-332","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=6","Volvo XC90 T8 AWD Momentum 7-Pers incl. BTW [ Luchtvering PanHead-up display, Luchtvering, Stoelverwarming, Climate Control, Dakrails, Bochtverlichting, Parkeerhulp voor, Traction Control","https://www.autoscout24.nl/aanbod/volvo-xc90-t8-awd-momentum-7-pers-incl-btw-luchtvering-pan-elektro-benzine-zwart-b7aa1fa2-bc6f-4a5c-8140-a0730c89d633","Volvo","XC90","€ 43.945,-1","145.786 km","Automatisch","04/2016","Elektro/Benzine","235 kW (320 PK)","Autobedrijf","Gebruikt","5","7","null","04/2023"
"1654881850-628","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","","Mercedes-Benz AMG GT 4.0 S Burmester Panoramadak 20''LM Two Tone Leder","https://www.autoscout24.nl/aanbod/mercedes-benz-amg-gt-4-0-s-burmester-panoramadak-20-lm-two-tone-leder-benzine-zwart-b93123d0-c6d9-481e-ab43-dd56ea6bb272","Mercedes-Benz","AMG GT","€ 104.900,-","63.730 km","Automatisch","05/2016","Benzine","375 kW (510 PK)","Autobedrijf","Gebruikt","3","2","Achter","null"
"1654879990-458","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=13","Mercedes-Benz S 350 Lang, *9597KM* NIEUWWAARDIG!!!!","https://www.autoscout24.nl/aanbod/mercedes-benz-s-350-lang-9597km-nieuwwaardig-benzine-grijs-7a3e249a-f4ed-4d4e-ac4e-f5278f322a0b","Mercedes-Benz","S 350","€ 39.900,-","9.597 km","-","07/2008","Benzine","200 kW (272 PK)","Autobedrijf","Gebruikt","4","5","Achter","Nieuw"
"1654880549-510","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=15","Audi SQ7 4.0 TFSI 507Pk Competition, Keramisch, Carbon, 202Panorama dak, Sportstoelen, 4x4, Stoelventilatie, Head-up display, Getinte ramen, Elektrische achterklep, Luchtvering","https://www.autoscout24.nl/aanbod/audi-sq7-4-0-tfsi-507pk-competition-keramisch-carbon-202-benzine-zwart-a03ef4c2-5f69-42a9-ba27-a7cb67853d05","Audi","SQ7","€ 179.950,-1","29.778 km","Automatisch","06/2021","Benzine","373 kW (507 PK)","Autobedrijf","Gebruikt","5","7","4x4","null"
"1654880856-537","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=16","Audi A6 Avant 40 TDI 204PK 2X S-LINE | NL-AUTO | S-LINE STPanorama dak, Sportonderstel, LED verlichting, Elektrische achterklep, Sportstoelen, Lane Departure Warning Systeem, Geheel digitaal combi-instrument, Lederen stuurwiel","https://www.autoscout24.nl/aanbod/audi-a6-avant-40-tdi-204pk-2x-s-line-nl-auto-s-line-st-diesel-blauw-72fd3656-4439-4c9b-aa86-a3d0ac92dbe2","Audi","A6","€ 46.900,-","104.978 km","Automatisch","08/2019","Diesel","150 kW (204 PK)","Autobedrijf","Gebruikt","5","5","Voor","08/2022"
"1654879451-409","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=10","Audi Q7 3.0 TDI E-Tron S-Line [ Panorama Virtual LuchtveriLED verlichting, Panorama dak, Lane Departure Warning Systeem, Sportstoelen, Luchtvering, Parkeerhulp met camera, Trekhaak, CD","https://www.autoscout24.nl/aanbod/audi-q7-3-0-tdi-e-tron-s-line-panorama-virtual-luchtveri-elektro-diesel-grijs-66bb8fcc-f552-421c-8a85-1df010a19f86","Audi","Q7","€ 41.845,-1","175.681 km","Automatisch","12/2016","Elektro/Diesel","190 kW (258 PK)","Autobedrijf","Gebruikt","5","5","null","04/2023"
"1654881426-589","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=19","Audi RS Q8 4.0 TFSI RS Q8 quattro, ABT 23"" CAPRISTO, KERA...","https://www.autoscout24.nl/aanbod/audi-rs-q8-4-0-tfsi-rs-q8-quattro-abt-23-capristo-kera-elektro-benzine-grijs-1676c3d0-e0c2-4b70-9618-5a44e24b025a","Audi","RS Q8","€ 225.999,-1","13.890 km","Automatisch","02/2021","Elektro/Benzine","441 kW (600 PK)","Autobedrijf","Gebruikt","5","5","4x4","02/2025"
"1654880950-545","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=17","Audi A3 Sportback (incl. BTW) 1.4 e-tron 204pk Sport VirtuGeheel digitaal combi-instrument, Sportstoelen, Multifunctioneel stuurwiel, LED verlichting, Zij-airbags, Bandenspanningscontrolesysteem, Elektrisch verstelbare buitenspiegels, Lane Departure Warning Systeem","https://www.autoscout24.nl/aanbod/audi-a3-sportback-incl-btw-1-4-e-tron-204pk-sport-virtu-elektro-benzine-bruin-f81b8052-3fbb-4bba-bb7f-df5768466e96","Audi","A3","€ 25.949,-1","74.758 km","Automatisch","12/2016","Elektro/Benzine","150 kW (204 PK)","Autobedrijf","Gebruikt","5","5","Voor","Nieuw"
"1654880300-487","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=14","Chevrolet Corvette C6 Z06 | Youngtimer | BTW-auto | Coupé 7.0LSportstoelen, Airconditioning, Climate Control, Stoelverwarming, Xenon verlichting, Navigatiesysteem, Bandenspanningscontrolesysteem, Boordcomputer","https://www.autoscout24.nl/aanbod/chevrolet-corvette-c6-z06-youngtimer-btw-auto-coupe-7-0l-benzine-grijs-835943c9-4af6-4614-b55f-f3a742c5a720","Chevrolet","Corvette","€ 46.500,-","67.259 km","Handgeschakeld","01/2006","Benzine","377 kW (513 PK)","Autobedrijf","Gebruikt","3","2","Achter","null"
"1654879958-456","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=12","Audi A4 2.0 TDI Quattro 230pk | S-line | 8 x lichtmetaal4x4, Trekhaak, Lane Departure Warning Systeem, Sportpakket, Sportstoelen, Geheel digitaal combi-instrument, Automatische klimaatregeling, 3 zones, Inductieladen voor smartphones","https://www.autoscout24.nl/aanbod/audi-a4-2-0-tdi-quattro-230pk-s-line-8-x-lichtmetaal-diesel-wit-91104006-2bc1-48d7-a80d-58d58efe08ee","Audi","A4","€ 31.000,-","125.000 km","Automatisch","06/2017","Diesel","170 kW (231 PK)","Particulier","Gebruikt","4","5","4x4","02/2023"
"1654880021-461","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=13","Audi RS7 Sportback 4.0 TFSI 561PK RS 7 QUATTRO PRO LINE PLU","https://www.autoscout24.nl/aanbod/audi-rs7-sportback-4-0-tfsi-561pk-rs-7-quattro-pro-line-plu-benzine-zwart-d8e3686f-3a4d-42a6-9fc4-25f49df4f6d2","Audi","RS7","€ 56.900,-","110.792 km","Automatisch","09/2013","Benzine","413 kW (562 PK)","Autobedrijf","Gebruikt","5","4","4x4","null"
"1654877709-249","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=2","Audi RS6 Avant 4.0 TFSI quattro performance Pro Line Plus","https://www.autoscout24.nl/aanbod/audi-rs6-avant-4-0-tfsi-quattro-performance-pro-line-plus-benzine-zwart-3d1ca9ce-5cee-4042-a3e3-f624f5adae76","Audi","RS6","€ 79.950,-","69.209 km","Automatisch","05/2016","Benzine","445 kW (605 PK)","Autobedrijf","Gebruikt","5","5","4x4","11/2022"
"1654877978-274","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=3","Audi A5 Coupé 3.2 FSI 266pk quattro Pro Line Top Conditie!4x4, Alarm, Lendensteun, Panorama dak, Navigatiesysteem, Bluetooth, Zij-airbags, Regensensor","https://www.autoscout24.nl/aanbod/audi-a5-coupe-3-2-fsi-266pk-quattro-pro-line-top-conditie-benzine-grijs-28911940-2f7b-43e6-86e8-539eac1a013b","Audi","A5","€ 16.495,-","102.004 km","Automatisch","01/2011","Benzine","196 kW (266 PK)","Autobedrijf","Gebruikt","2","4","4x4","Nieuw"
"1654881715-616","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=20","Porsche Boxster 2.7 S, GEDOCUMENTEERD, KEURIG!!Navigatiesysteem, Climate Control, Stoelverwarming, Centrale vergrendeling, Airconditioning, Sportstoelen, Bi-Xenon koplampen, Elektrisch verstelbare buitenspiegels","https://www.autoscout24.nl/aanbod/porsche-boxster-2-7-s-gedocumenteerd-keurig-benzine-zwart-482e10bb-7d73-4b67-9e37-e68fc5239cf8","Porsche","Boxster","€ 24.900,-","144.041 km","Handgeschakeld","01/2006","Benzine","176 kW (239 PK)","Autobedrijf","Gebruikt","2","2","Achter","Nieuw"
"1654878382-311","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=5","Mercedes-Benz AMG GT 4.0 S 510pk, Panorama, Night-pakket, 2016","https://www.autoscout24.nl/aanbod/mercedes-benz-amg-gt-4-0-s-510pk-panorama-night-pakket-2016-benzine-grijs-aaf6ffec-2c3d-4fe4-ba68-8ef2d6528afb","Mercedes-Benz","AMG GT","€ 109.950,-","27.895 km","Automatisch","03/2016","Benzine","375 kW (510 PK)","Autobedrijf","Gebruikt","3","2","Achter","null"
"1654879865-447","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=12","Volvo V40 2.0 D2 R-Design | XENON | STOELVERW. | TREKHAAK |","https://www.autoscout24.nl/aanbod/volvo-v40-2-0-d2-r-design-xenon-stoelverw-trekhaak-diesel-zwart-38dac2d1-4ee3-457a-a037-ef39d75b9e3c","Volvo","V40","€ 10.899,-","165.750 km","Handgeschakeld","10/2015","Diesel","88 kW (120 PK)","Autobedrijf","Gebruikt","5","5","Voor","12/2022"
"1654881798-623","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","","BMW 420 Gran Coupé 420d Corporate Lease Luxury | Aut | LedParkeerhulp met camera, Open dak, Elektrische achterklep, Multifunctioneel stuurwiel, CD, Traction Control, Lederen stuurwiel, Cruise Control","https://www.autoscout24.nl/aanbod/bmw-420-gran-coupe-420d-corporate-lease-luxury-aut-led-diesel-blauw-77bc09bc-b6cf-471e-8a3c-8d3be39df9c3","BMW","420","€ 23.900,-1","109.805 km","Automatisch","03/2016","Diesel","140 kW (190 PK)","Autobedrijf","Gebruikt","5","5","Achter","07/2023"
"1654880487-504","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=15","SEAT Exeo 1.8 TSI 160PK ECC LMV NAVIGATIE CRUISE","https://www.autoscout24.nl/aanbod/seat-exeo-1-8-tsi-160pk-ecc-lmv-navigatie-cruise-benzine-zwart-b0291ff8-c77c-4140-9886-52aa7fab48e2","SEAT","Exeo","€ 7.951,-","168.533 km","Handgeschakeld","01/2012","Benzine","118 kW (160 PK)","Autobedrijf","Gebruikt","4","5","null","Nieuw"
"1654881043-554","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=17","BMW 118 Cabrio 118i Exclusive Edition | LEDER | STOELVERW.Betrouwbaar en toch scherp geprijsd!","https://www.autoscout24.nl/aanbod/bmw-118-cabrio-118i-exclusive-edition-leder-stoelverw-benzine-zwart-ccbe6334-cb0e-466e-bf83-61152584780e","BMW","118","€ 16.749,-","158.927 km","Automatisch","04/2013","Benzine","105 kW (143 PK)","Autobedrijf","Gebruikt","2","4","Achter","01/2023"
"1654880218-479","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=14","Alfa Romeo Spider 916 fase 3Airbag passagier","https://www.autoscout24.nl/aanbod/alfa-romeo-spider-916-fase-3-benzine-zilver-78d570c8-7288-4731-92fe-1db4fc670d5f","Alfa Romeo","Spider","€ 5.250,-","10.000 km","Handgeschakeld","01/2003","Benzine","114 kW (155 PK)","Particulier","Gebruikt","2","2","null","04/2023"
"1654878849-354","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=7","Audi SQ8 4.0 TDI 436PK QUATTRO | PANORAMADAK | HEAD-UP | LU","https://www.autoscout24.nl/aanbod/audi-sq8-4-0-tdi-436pk-quattro-panoramadak-head-up-lu-diesel-7bb0ccb5-63f9-4dee-a024-9b0299e37401","Audi","SQ8","€ 145.900,-1","59.866 km","Automatisch","02/2020","Diesel","321 kW (436 PK)","Autobedrijf","Gebruikt","5","5","4x4","Nieuw"
"1654878476-319","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=6","Mercedes-Benz SL 63 AMG *6.2L*Collector*","https://www.autoscout24.nl/aanbod/mercedes-benz-sl-63-amg-6-2l-collector-benzine-zwart-fdc262ce-73d1-4d9f-9996-4b2832606441","Mercedes-Benz","SL 63 AMG","€ 89.950,-1","29.514 km","Automatisch","10/2008","Benzine","386 kW (525 PK)","Autobedrijf","Gebruikt","2","2","Achter","Nieuw"
"1654879420-406","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=10","Opel Corsa 1.2-16V EnjoyElektrisch verstelbare buitenspiegels, CD, Elektrische ramen, Hoofd airbag, Zij-airbags, Centrale deurvergrendeling met afstandsbediening, Alarm, Centrale vergrendeling","https://www.autoscout24.nl/aanbod/opel-corsa-1-2-16v-enjoy-benzine-zwart-778ae3d1-0e6f-4038-8eda-a065bcd0f926","Opel","Corsa","€ 2.950,-","164.192 km","Handgeschakeld","08/2008","Benzine","60 kW (82 PK)","Autobedrijf","Gebruikt","3","5","Voor","06/2023"
"1654880228-480","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=14","BMW 328 328i M Sport Edition High Executive SPORTSTOELEN+VSportstoelen, Sportonderstel, Spoiler, Elektrische achterklep, Navigatiesysteem, LED verlichting, Stuurbekrachtiging, Xenon verlichting","https://www.autoscout24.nl/aanbod/bmw-328-328i-m-sport-edition-high-executive-sportstoelen-v-benzine-zwart-c2fe7587-6cb8-427e-aff6-3530e303b32f","BMW","328","€ 19.444,-","141.061 km","Automatisch","07/2014","Benzine","180 kW (245 PK)","Autobedrijf","Gebruikt","4","5","Achter","09/2022"
"1654880592-514","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=15","Volvo XC90 2.0 T8 7 persoons PANODAK LEDER LMV NAVIGATIELED verlichting, Verkeersbordherkenning, Stoelverwarming, Hill-Hold Control, Binnenspiegel automatisch dimmend, Lichtsensor, Dakrails, Geheel digitaal combi-instrument","https://www.autoscout24.nl/aanbod/volvo-xc90-2-0-t8-7-persoons-panodak-leder-lmv-navigatie-elektro-benzine-zwart-2e88e635-44a5-4e94-a57c-e63ce6407f96","Volvo","XC90","€ 48.398,-1","96.033 km","Automatisch","12/2016","Elektro/Benzine","235 kW (320 PK)","Autobedrijf","Gebruikt","5","7","null","Nieuw"
"1654878673-338","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=6","Porsche Cayman 3.4 TIPTRONICAirbag bestuurder, Elektrische stoelverstelling, Airconditioning, Stuurbekrachtiging, Centrale deurvergrendeling met afstandsbediening, Xenon verlichting, Navigatiesysteem, Stoelverwarming","https://www.autoscout24.nl/aanbod/porsche-cayman-3-4-tiptronic-benzine-zwart-036bc266-dd6f-430b-93b2-1692317a64d1","Porsche","Cayman","€ 30.950,-","76.191 km","Automatisch","10/2007","Benzine","217 kW (295 PK)","Autobedrijf","Gebruikt","3","2","null","Nieuw"
"1654879845-445","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=12","BMW M2 Coupé DCT Competition | 100% onderhouden | HarmanAlarm, Keyless Entry, Airbag passagier, Spoiler, Grootlichtassistent, Bochtverlichting, Centrale deurvergrendeling met afstandsbediening, Sportstoelen","https://www.autoscout24.nl/aanbod/bmw-m2-coupe-dct-competition-100-onderhouden-harman-benzine-zwart-03d8ac80-0446-4dd7-bfad-82ee9d4fbef1","BMW","M2","€ 62.950,-","45.536 km","Automatisch","01/2019","Benzine","302 kW (411 PK)","Autobedrijf","Gebruikt","2","4","Achter","01/2023"
"1654879824-443","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=12","Audi TTS Quattro Cabrio ,310pk, 20"", Matrix Led,  B&O, 37kParkeerhulp met camera, Start/Stop-systeem, Alarm, Elektrische stoelverstelling, Sportstoelen, Sportpakket, Regensensor, Stoelverwarming","https://www.autoscout24.nl/aanbod/audi-tts-quattro-cabrio-310pk-20-matrix-led-b-o-37k-benzine-zwart-d21d02a0-6167-4901-a820-5436549a7798","Audi","TTS","€ 46.995,-","37.000 km","Automatisch","01/2017","Benzine","228 kW (310 PK)","Particulier","Gebruikt","2","2","4x4","01/2024"
"1654878061-281","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=4","Bentley Continental GT 6.0 W12 GTCXenon verlichting, Regensensor, Alarm, 4x4, Keyless Entry, Startonderbreker, Cruise Control","https://www.autoscout24.nl/aanbod/bentley-continental-gt-6-0-w12-gtc-benzine-grijs-ebb30f18-ad38-4f2b-b40f-5f040a2bc6bd","Bentley","Continental","null","79.489 km","Automatisch","07/2007","Benzine","413 kW (562 PK)","Autobedrijf","Gebruikt","2","4","4x4","07/2022"
"1654877667-245","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=2","BMW M4 M-Peformance, Akrapovic, Carbon, Metallic BlueLuchtvering, Sportstoelen, Schuifdeur links, Airconditioning, Navigatiesysteem, Bandenspanningscontrolesysteem, Stoelventilatie, Elektrische stoelverstelling","https://www.autoscout24.nl/aanbod/bmw-m4-m-peformance-akrapovic-carbon-metallic-blue-benzine-blauw-71b0c142-9d8e-4c64-9bef-a5a24a247478","BMW","M4","€ 75.000,-","50.000 km","Automatisch","02/2017","Benzine","456 kW (620 PK)","Particulier","Gebruikt","2","4","Achter","02/2023"
"1654881829-626","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","","Porsche 911 3.6 CARRERA 2 CABRIOLET 964 155.000km #KWALITEIT","https://www.autoscout24.nl/aanbod/porsche-911-3-6-carrera-2-cabriolet-964-155-000km-kwaliteit-benzine-blauw-86787096-145d-4cbc-b6fc-7811d84ffafe","Porsche","911","€ 59.950,-","156.596 km","Automatisch","03/1991","Benzine","184 kW (250 PK)","Autobedrijf","Gebruikt","2","null","null","07/2023"
"1654881664-611","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=20","Alfa Romeo Giulietta 1.4 T 170 PK, Cruise/Climate Control, Elektr PakkeLED verlichting, Zij-airbags, Climate Control, Traction Control, Lederen stuurwiel, Mistlampen, Elektrische ramen, Lichtmetalen velgen","https://www.autoscout24.nl/aanbod/alfa-romeo-giulietta-1-4-t-170-pk-cruise-climate-control-elektr-pakke-benzine-zwart-8141d183-f3f8-46de-a040-a60668aab9da","Alfa Romeo","Giulietta","€ 7.999,-","89.665 km","Handgeschakeld","01/2011","Benzine","125 kW (170 PK)","Autobedrijf","Gebruikt","5","5","Voor","Nieuw"
